+=====================+=====================+=================================================================================================================================================================================================================================================================================================================================================================+
| Launch Setup Clock  | Launch Hold Clock   | Pin                                                                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[18]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[23]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[4]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[3]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[5]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[6]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[7]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[4]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[21]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[8]/R                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[16]/R                                                                                                                                                                                                                                                                                                            |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/step_count_reg[3]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[9]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_busy_reg/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_top_reg[1]/R                                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_top_reg[2]/R                                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/touch_flag_reg/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/data_o_reg/S                                                                                                                                                                                                                                                                                                                      |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/regslice_both_m_axis_video_V_user_V_U/B_V_data_1_state_reg[0]/D                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/grp_FrmbufRdHlsDataFlow_fu_162/ap_sync_reg_entry_proc_U0_ap_ready_reg/D                                                                                                                                                                                                                                                                            |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/regslice_both_s_axis_video_V_last_V_U/B_V_data_1_state_reg[0]/D                                                                                                                                                                                                                                                                                   |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[2]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | tft/U0/AXI_MASTER_BURST_I/I_RESET_MODULE/sig_llink_reset_reg_reg/D                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/grp_FrmbufRdHlsDataFlow_fu_162/ap_sync_reg_AXIMMvideo2Bytes_U0_ap_ready_reg/D                                                                                                                                                                                                                                                                      |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[5]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[0]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/aw.aw_pipe/aresetn_d_reg[0]/D                                                                                                                                                                                                                                                                |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[16]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[1]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[2]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[3]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[0]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | tft/U0/bus2ip_mreset_reg/D                                                                                                                                                                                                                                                                                                                                      |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[12]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[15]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[13]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[14]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[7]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[10]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[11]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[8]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[9]/R                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/ar.ar_pipe/aresetn_d_reg[1]_inv/D                                                                                                                                                                                                                                                           |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | tft/U0/AXI_MASTER_BURST_I/I_RESET_MODULE/sig_cmd_reset_reg_reg/D                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_count_reg[2]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_count_reg[3]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[12]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[17]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[22]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[16]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[17]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[18]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/delay_ms_count_reg[19]/R                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[8]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[20]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[14]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[1]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/PS2_Serial_Port/idle_counter_reg[7]/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | apb_axi4lite_to_axi3/inst/gen_axilite.gen_b2s_conv.axilite_b2s/areset_d1_reg/D                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/grp_FrmbufRdHlsDataFlow_fu_162/MultiPixStream2AXIvideo_U0/grp_MultiPixStream2AXIvideo_Pipeline_VITIS_LOOP_350_3_fu_152/flow_control_loop_pipe_sequential_init_U/ap_loop_init_int_reg/D                                                                                                                                                             |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[13]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | apb_axi4lite_to_axi3/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/ar.ar_pipe/aresetn_d_reg[1]_inv/D                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[6]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/PS2_Serial_Port/PS2_Command_Out/command_initiate_counter_reg[9]/R                                                                                                                                                                                                                                                                                      |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/PS2_Serial_Port/PS2_Command_Out/command_initiate_counter_reg[10]/R                                                                                                                                                                                                                                                                                     |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/PS2_Serial_Port/PS2_Command_Out/command_initiate_counter_reg[11]/R                                                                                                                                                                                                                                                                                     |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/PS2_Serial_Port/PS2_Command_Out/command_initiate_counter_reg[12]/R                                                                                                                                                                                                                                                                                     |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[11]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[31]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/ar.ar_pipe/aresetn_d_reg[1]_inv/D                                                                                                                                                                                                                                                            |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/mm_video_m_axi_U/bus_read/fifo_burst/full_n_reg/D                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/PS2_Serial_Port/idle_counter_reg[0]/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/PS2_Serial_Port/idle_counter_reg[6]/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | tft_protocol_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/aw.aw_pipe/aresetn_d_reg[0]/D                                                                                                                                                                                                                                                           |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | stream_ctl/inst/ctl_reg1_sync_reg[10]/D                                                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/areset_d1_reg/D                                                                                                                                                                                                                                                                                     |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/MultiPixStream2Bytes_U0/grp_MultiPixStream2Bytes_Pipeline_VITIS_LOOP_550_1_fu_132/flow_control_loop_pipe_sequential_init_U/ap_loop_init_int_reg/D                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | apb_axi4lite_to_axi3/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/aw.aw_pipe/aresetn_d_reg[0]/D                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_reg[2]/R                                                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/AXIvideo2MultiPixStream_U0/grp_AXIvideo2MultiPixStream_Pipeline_loop_wait_for_start_fu_146/flow_control_loop_pipe_sequential_init_U/ap_loop_init_int_reg/D                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/ap_sync_reg_grp_FrmbufRdHlsDataFlow_fu_162_ap_ready_reg/D                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[5]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/aw.aw_pipe/aresetn_d_reg[0]/D                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/top_count_reg[3]/R                                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/store_unit/fifo_wreq/full_n_reg/D                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/lcd_ct_scl_reg/S                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_u_reg[0]/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_u_reg[1]/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/touch_reg/R                                                                                                                                                                                                                                                                                                                       |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/Bytes2AXIMMvideo_U0/grp_Bytes2AXIMMvideo_Pipeline_VITIS_LOOP_1285_1_fu_151/ap_enable_reg_pp0_iter1_reg/D                                                                                                                                                                                                           |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/regslice_both_m_axis_video_V_data_V_U/B_V_data_1_state_reg[0]/D                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/Bytes2AXIMMvideo_U0/grp_Bytes2AXIMMvideo_Pipeline_VITIS_LOOP_1285_1_fu_151/flow_control_loop_pipe_sequential_init_U/ap_loop_init_int_reg/D                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | tft_protocol_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/ar.ar_pipe/aresetn_d_reg[1]_inv/D                                                                                                                                                                                                                                                       |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[4]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[6]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[8]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[7]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/store_unit/fifo_wrsp/full_n_reg/D                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/bus_write/fifo_resp/full_n_reg/D                                                                                                                                                                                                                                                                                                 |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/bus_write/wreq_throttle/req_fifo/full_n_reg/D                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/grp_FrmbufRdHlsDataFlow_fu_162/Bytes2MultiPixStream_U0/grp_Bytes2MultiPixStream_Pipeline_VITIS_LOOP_1365_1_fu_150/flow_control_loop_pipe_sequential_init_U/ap_loop_init_int_reg/D                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/mm_video_m_axi_U/load_unit/fifo_rreq/full_n_reg/D                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/regslice_both_s_axis_video_V_data_V_U/B_V_data_1_state_reg[0]/D                                                                                                                                                                                                                                                                                   |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[9]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/store_unit/buff_wdata/full_n_reg/D                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/mm_video_m_axi_U/bus_read/fifo_rctl/full_n_reg/D                                                                                                                                                                                                                                                                                                   |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_reg[7]/R                                                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_top_reg[0]/S                                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/AXIvideo2MultiPixStream_U0/grp_AXIvideo2MultiPixStream_Pipeline_loop_wait_for_eol_fu_195/flow_control_loop_pipe_sequential_init_U/ap_loop_init_int_reg/D                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[8]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[7]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[5]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[6]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/store_unit/user_resp/full_n_reg/D                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[0]/D                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[0]/S                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[1]/R                                                                                                                                                                                                                                                                                                               |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[12]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/ap_sync_reg_grp_FrmbufWrHlsDataFlow_fu_160_ap_done_reg/D                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/MultiPixStream2Bytes_U0/grp_MultiPixStream2Bytes_Pipeline_VITIS_LOOP_550_1_fu_132/ap_enable_reg_pp0_iter0_reg_reg/D                                                                                                                                                                                                |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/Bytes2AXIMMvideo_U0/ap_done_reg_reg/D                                                                                                                                                                                                                                                                              |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/ap_sync_reg_grp_FrmbufWrHlsDataFlow_fu_160_ap_ready_reg/D                                                                                                                                                                                                                                                                                         |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/bus_write/fifo_burst/full_n_reg/D                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/regslice_both_m_axis_video_V_last_V_U/B_V_data_1_state_reg[0]/D                                                                                                                                                                                                                                                                                    |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_core/touch_valid_reg/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/mm_video_m_axi_U/load_unit/buff_rdata/full_n_reg/D                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/areset_d1_reg/D                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/grp_FrmbufRdHlsDataFlow_fu_162/MultiPixStream2AXIvideo_U0/grp_MultiPixStream2AXIvideo_Pipeline_VITIS_LOOP_350_3_fu_152/ap_loop_exit_ready_pp0_iter1_reg_reg/D                                                                                                                                                                                      |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[16]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/MultiPixStream2Bytes_U0/grp_MultiPixStream2Bytes_Pipeline_VITIS_LOOP_550_1_fu_132/ap_enable_reg_pp0_iter1_reg/D                                                                                                                                                                                                    |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_read/inst/grp_FrmbufRdHlsDataFlow_fu_162/MultiPixStream2AXIvideo_U0/grp_MultiPixStream2AXIvideo_Pipeline_VITIS_LOOP_350_3_fu_152/sof_2_reg_179_reg[0]/D                                                                                                                                                                                                      |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/ap_sync_reg_entry_proc_U0_ap_ready_reg/D                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/byte_word_reg/S                                                                                                                                                                                                                                                                                                                   |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | fb_write/inst/grp_FrmbufWrHlsDataFlow_fu_160/ap_sync_reg_AXIvideo2MultiPixStream_U0_ap_ready_reg/D                                                                                                                                                                                                                                                              |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[10]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/readdata_reg[8]/D                                                                                                                                                                                                                                                                                                                                      |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | ps2/inst/readdata_reg[10]/D                                                                                                                                                                                                                                                                                                                                     |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | tft_protocol_converter/inst/gen_axilite.gen_b2s_conv.axilite_b2s/areset_d1_reg/D                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[28]/R                                                                                                                                                                                                                                                                                                            |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[25]/R                                                                                                                                                                                                                                                                                                            |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[20]/R                                                                                                                                                                                                                                                                                                            |
| clk_out2_clk_pll_33 | clk_out2_clk_pll_33 | tft/U0/bus2ip_sreset_reg/D                                                                                                                                                                                                                                                                                                                                      |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_u_reg[2]/R                                                                                                                                                                                                                                                                                                                  |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_reg[4]/R                                                                                                                                                                                                                                                                                                                    |
